normalised_key,reference,title_guess,occurrences,configs,status,matched_source,matched_title,identifier,similarity,errors
developing a service quality scale for artificial intelligence service agents european journal of marketing 2022,Developing a service quality scale for artificial intelligence service agents. European Journal of Marketing. 2022.,Developing a service quality scale for artificial intelligence service agents,1,M2c,verified_genuine_but_unretrieved,Crossref,Developing a service quality scale for artificial intelligence service agents,10.1108/ejm-09-2020-0672,1.0,
digital humanities a discipline in its own right an analysis of the role and position of digital humanities in the academic landscape journal of the association for 2022,Digital humanities—A discipline in its own right? An analysis of the role and position of digital humanities in the academic landscape. Journal of the Association for …. 2022.,Digital humanities—A discipline in its own right? An analysis of the role and position of digital humanities in the academic landscape,1,M2c,verified_genuine_but_unretrieved,Crossref,Digital humanities—A discipline in its own right? An analysis of the role and position of digital humanities in the academic landscape,10.1002/asi.24533,1.0,
disentangling the cultural evolution of ancient china a digital humanities perspective humanities and social sciences communications 2023,Disentangling the cultural evolution of ancient China: a digital humanities perspective. Humanities and Social Sciences Communications. 2023.,Disentangling the cultural evolution of ancient China: a digital humanities perspective,1,M2c,verified_genuine_but_unretrieved,Crossref,Disentangling the cultural evolution of ancient China: a digital humanities perspective,10.1057/s41599-023-01811-x,1.0,
effectiveness of interleukin 17a inhibitors in patients with ankylosing spondylitis a protocol for systematic review and meta analysis medicine 2022,Effectiveness of interleukin-17A inhibitors in patients with ankylosing spondylitis: A protocol for systematic review and meta-analysis. Medicine. 2022.,Effectiveness of interleukin-17A inhibitors in patients with ankylosing spondylitis: A protocol for systematic review and meta-analysis,1,M1,verified_genuine_but_unretrieved,Crossref,Effectiveness of interleukin-17A inhibitors in patients with ankylosing spondylitis: A protocol for systematic review and meta-analysis,10.1097/md.0000000000032224,1.0,
energy transition index and world energy trilemma index as an energy transition s pace measure for policy making using the example of poland energy policy studies 2023,Energy Transition Index and World Energy Trilemma Index as an energy transition’s pace measure for policy-making using the example of Poland. Energy Policy Studies. 2023.,Energy Transition Index and World Energy Trilemma Index as an energy transition’s pace measure for policy-making using the example of Poland,1,M2c,verified_genuine_but_unretrieved,Crossref,Energy Transition Index and World Energy Trilemma Index as an energy transition’s pace measure for policy-making using the example of Poland ,10.62316/hros2997,1.0,
evaluating routing stability and coordination in swarm based multi agent task oriented dialogue systems scientific reports 2026,Evaluating routing stability and coordination in swarm-based multi-agent task-oriented dialogue systems. Scientific reports. 2026.,Evaluating routing stability and coordination in swarm-based multi-agent task-oriented dialogue systems,1,M2c,verified_genuine_but_unretrieved,Crossref,Evaluating routing stability and coordination in swarm-based multi-agent task-oriented dialogue systems,10.1038/s41598-026-42158-y,1.0,
evaluating the effectiveness of ai assisted emotional metadata in enhancing the discoverability of literary texts in digital libraries social sciences humanity research review 2025,Evaluating the Effectiveness of AI-Assisted Emotional Metadata in Enhancing the Discoverability of Literary Texts in Digital Libraries. Social Sciences & Humanity Research Review. 2025.,Evaluating the Effectiveness of AI-Assisted Emotional Metadata in Enhancing the Discoverability of Literary Texts in Digital Libraries,1,M2c,verified_genuine_but_unretrieved,Crossref,Evaluating the Effectiveness of AI-Assisted Emotional Metadata in Enhancing the Discoverability of Literary Texts in Digital Libraries,10.63468/sshrr.200,1.0,
event triggered adaptive fault tolerant pinning control for cluster consensus of heterogeneous nonlinear multi agent systems under aperiodic dos attacks ieee transactions on network science and engineering 2021,Event-Triggered Adaptive Fault-Tolerant Pinning Control for Cluster Consensus of Heterogeneous Nonlinear Multi-Agent Systems Under Aperiodic DoS Attacks. IEEE Transactions on Network Science and Engineering. 2021.,Event-Triggered Adaptive Fault-Tolerant Pinning Control for Cluster Consensus of Heterogeneous Nonlinear Multi-Agent Systems Under Aperiodic DoS Attacks,1,M2c,verified_genuine_but_unretrieved,Crossref,Event-Triggered Adaptive Fault-Tolerant Pinning Control for Cluster Consensus of Heterogeneous Nonlinear Multi-Agent Systems Under Aperiodic DoS Attacks,10.1109/tnse.2021.3077766,1.0,
forest ecosystem services in nepal a retrospective synthesis research gaps and implications in the context of climate change 万方数据 2018,"Forest ecosystem services in Nepal: a retrospective synthesis, research gaps and implications in the context of climate change. 万方数据. 2018.","Forest ecosystem services in Nepal: a retrospective synthesis, research gaps and implications in the context of climate change",1,M1,verified_genuine_but_unretrieved,Crossref,"Forest ecosystem services in Nepal: a retrospective synthesis, research gaps and implications in the context of climate change",10.1505/146554818825240647,1.0,
from prompt to platform an agentic ai workflow for healthcare simulation scenario design 万方数据 2025,From prompt to platform: an agentic AI workflow for healthcare simulation scenario design. 万方数据. 2025.,From prompt to platform: an agentic AI workflow for healthcare simulation scenario design,1,M2b,verified_genuine_but_unretrieved,Crossref,From prompt to platform: an agentic AI workflow for healthcare simulation scenario design,10.1186/s41077-025-00357-z,1.0,
from single agent to multi agent a comprehensive review of llm based legal agents ai agent 2025,From single-agent to multi-agent: a comprehensive review of LLM-based legal agents. AI Agent. 2025.,From single-agent to multi-agent: a comprehensive review of LLM-based legal agents,1,M2a,verified_genuine_but_unretrieved,Crossref,From single-agent to multi-agent: a comprehensive review of LLM-based legal agents,10.20517/aiagent.2025.06,1.0,
gender relations and decision making on climate change adaptation in rural east african households a qualitative systematic review plos climate 2024,Gender relations and decision-making on climate change adaptation in rural East African households: A qualitative systematic review. PLOS Climate. 2024.,Gender relations and decision-making on climate change adaptation in rural East African households: A qualitative systematic review,1,M2c,verified_genuine_but_unretrieved,Crossref,Gender relations and decision-making on climate change adaptation in rural East African households: A qualitative systematic review,10.31223/x5mm4q,1.0,
health impacts of climate change related natural disasters on persons with disabilities in developing countries a literature review the journal of climate change and health 2024,Health impacts of climate-change related natural disasters on persons with disabilities in developing countries: A literature review. The Journal of Climate Change and Health. 2024.,Health impacts of climate-change related natural disasters on persons with disabilities in developing countries: A literature review,1,M2c,verified_genuine_but_unretrieved,Crossref,Health impacts of climate-change related natural disasters on persons with disabilities in developing countries: A literature review,10.1016/j.joclim.2024.100332,1.0,
how do we study misogyny in the digital age a systematic literature review using a computational linguistic approach humanities and social sciences communications 2024,How do we study misogyny in the digital age? A systematic literature review using a computational linguistic approach. Humanities and Social Sciences Communications. 2024.,How do we study misogyny in the digital age? A systematic literature review using a computational linguistic approach,1,M2c,verified_genuine_but_unretrieved,Crossref,How do we study misogyny in the digital age? A systematic literature review using a computational linguistic approach,10.1057/s41599-024-02978-7,1.0,
how to design effective educational videos for teaching evidence based medicine to undergraduate learners systematic review with complementing qualitative research to develop a practicable guide medical education online 2024,How to design effective educational videos for teaching evidence-based medicine to undergraduate learners – systematic review with complementing qualitative research to develop a practicable guide. Medical Education Online. 2024.,How to design effective educational videos for teaching evidence-based medicine to undergraduate learners – systematic review with complementing qualitative research to develop a practicable guide,1,M2c,verified_genuine_but_unretrieved,Crossref,How to design effective educational videos for teaching evidence-based medicine to undergraduate learners – systematic review with complementing qualitative research to develop a practicable guide,10.1080/10872981.2024.2339569,1.0,
